notice_title,detail_url,pub_time,area,purchaser,raw_notice_type,notice_type
兰州大学高校和学科数据系统服务采购项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289395.htm,2026-09-08 17:24,甘肃,兰州大学,成交公告,成交公告
中国人民银行湖南省分行机关业务（一般公务）车辆驾驶服务（第二次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289359.htm,2026-09-08 17:23,湖南,中国人民银行湖南省分行,成交公告,成交公告
朝阳区消防救援支队2026-2027年燃油自供暖单位购买燃油项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289355.htm,2026-09-08 17:22,北京,朝阳区消防救援支队,成交公告,成交公告
中国科学院地理科学与资源研究所禹城站静态水体样地实验水池及排水渠道等维修项目竞争性磋商成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289246.htm,2026-09-08 17:20,山东,中国科学院地理科学与资源研究所,成交公告,成交公告
贺州市消防救援支队贺州市消防训练基地正规化建设广告物料制作安装成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289213.htm,2026-09-08 17:17,广西,贺州市消防救援支队,成交公告,成交公告
中国石油大学(华东)北京石板房房屋维修改造工程成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289140.htm,2026-09-08 17:15,山东,中国石油大学（华东）,成交公告,成交公告
中国人民银行吉林省分行慰问品配送服务采购项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289146.htm,2026-09-08 17:15,吉林,中国人民银行吉林省分行,成交公告,成交公告
甘肃省地震局庆阳华池南梁地震监测基准站建设设备采购及安装集成成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289083.htm,2026-09-08 17:13,甘肃,甘肃省地震局,成交公告,成交公告
哈尔滨工业大学交通学院楼维修项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289084.htm,2026-09-08 17:12,黑龙江,哈尔滨工业大学,成交公告,成交公告
北京航空航天大学总务部沙河校区学生12-17公寓项目配套燃气管线改造工程（二次）成交结果公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27288690.htm,2026-09-08 16:58,北京,北京航空航天大学,成交结果公告,成交公告
西南民族大学三校区开水器维保服务成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27288458.htm,2026-09-08 16:52,四川,西南民族大学,成交公告,成交公告
东莞市消防救援支队2026年新媒体平台运行维护项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27288390.htm,2026-09-08 16:48,广东,东莞市消防救援支队,成交公告,成交公告
中华人民共和国秦皇岛出入境边防检查站展板、印刷采购项目（二次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27288340.htm,2026-09-08 16:46,河北,中华人民共和国秦皇岛出入境边防检查站,成交公告,成交公告
北京邮电大学图书馆2026年度中文图书采购项目成交结果公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27288176.htm,2026-09-08 16:41,北京,北京邮电大学,成交结果公告,成交公告
中国人民银行黑龙江省分行清分复点业务耗材定点供应商采购项目（三次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287994.htm,2026-09-08 16:35,黑龙江,中国人民银行黑龙江省分行,成交公告,成交公告
河南金融监管局机关办公楼消防水泵系统改造成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287909.htm,2026-09-08 16:30,河南,中国银行保险监督管理委员会河南监管局,成交公告,成交公告
哈尔滨工程大学重点实验室乙楼建设项目初步设计成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287753.htm,2026-09-08 16:24,黑龙江,哈尔滨工程大学,成交公告,成交公告
复旦大学附属妇产科医院黄浦院区方斜路419号2号楼结构加固成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287701.htm,2026-09-08 16:23,上海,复旦大学附属妇产科医院,成交公告,成交公告
勐腊海关综合技术中心2026年9月-2027年8月部分物业管理服务项目（二次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287639.htm,2026-09-08 16:21,云南,勐腊海关综合技术中心,成交公告,成交公告
四川省成都市青白江区消防救援大队2026年健康体检服务采购项目成交结果公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287552.htm,2026-09-08 16:17,四川,成都市青白江区消防救援大队,成交结果公告,成交公告
中国人民银行雄安新区分行机房基础设施及环境改造项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287479.htm,2026-09-08 16:15,河北,中国人民银行雄安新区分行,成交公告,成交公告
中国人民银行雄安新区分行综合布线改造及终端配套设备购置项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287481.htm,2026-09-08 16:14,河北,中国人民银行雄安新区分行,成交公告,成交公告
江宁区消控室远程联网监测平台采购项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287415.htm,2026-09-08 16:13,江苏,南京市江宁区消防救援大队,成交公告,成交公告
中国科学院近代物理研究所液氮竞争性磋商采购项目（第二次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287315.htm,2026-09-08 16:09,甘肃,中国科学院近代物理研究所,成交公告,成交公告
青川县消防救援大队青川县竹园镇政府专职消防救援站改造项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287311.htm,2026-09-08 16:08,四川,青川县消防救援大队,成交公告,成交公告
南海预报减灾中心2026年信息化运维外协项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287234.htm,2026-09-08 16:04,广东,自然资源部南海预报减灾中心,成交公告,成交公告
宁波市消防救援支队江北区白沙消防救援站三楼一体化改造项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287166.htm,2026-09-08 16:02,浙江,宁波市消防救援支队,成交公告,成交公告
宁波市奉化区消防救援大队家具采购项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27287162.htm,2026-09-08 16:01,浙江,宁波市消防救援支队,成交公告,成交公告
