notice_title,detail_url,pub_time,area,purchaser,raw_notice_type,notice_type
北京市延庆区消防救援支队八达岭消防救援站维修改造项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27275610.htm,2026-09-07 09:14,北京,延庆区消防救援支队,,未知公告
中国民用航空局国际合作服务中心办公自动化(OA)系统建设项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27275530.htm,2026-09-07 08:43,北京,中国民用航空局国际合作服务中心,竞争性磋商公告,竞争性磋商公告
2026年落实关税计征措施信息化系统优化重构采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27275510.htm,2026-09-07 08:03,北京,全国海关信息中心,竞争性磋商公告,竞争性磋商公告
江西铜浩建设工程服务有限公司关于于都县消防救援大队主副食品定点配送服务项目（项目编:JXTH2026-GZS-ZXCG-C006）争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260906_27275354.htm,2026-09-06 19:45,江西,于都县消防救援大队,争性磋商公告,争性磋商公告
盐亭县气象局盐亭县主要农作物气象技术服务项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260906_27275132.htm,2026-09-06 11:45,四川,盐亭县气象局,,未知公告
中国农业科学院哈尔滨兽医研究所实验室环境及配套设施零星工程修缮工程竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260906_27275074.htm,2026-09-06 09:10,黑龙江,中国农业科学院哈尔滨兽医研究所,,未知公告
中华人民共和国漳州出入境边防检查站东山城垵作业区边检服务中心项目建设用地四周围挡及地面平整工程竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260905_27274704.htm,2026-09-05 19:28,福建,中华人民共和国漳州出入境边防检查站,,未知公告
中国电子口岸数据中心上海分中心2026-2027年度网络安全驻场服务项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260905_27273743.htm,2026-09-05 13:01,上海,中国电子口岸数据中心上海分中心,竞争性磋商公告,竞争性磋商公告
国家税务总局兴平市税务局西城税务分局综合业务办公用房维修改造项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260905_27273434.htm,2026-09-05 09:20,陕西,国家税务总局兴平市税务局,竞争性磋商公告,竞争性磋商公告
西南民族大学新增多媒体教室教学设备采购项目竞争性磋商采购公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260904_27273377.htm,2026-09-04 23:58,四川,西南民族大学,磋商采购公告,磋商采购公告
